data,predict,target
1997,DATE,CARDINAL
2012,DATE,CARDINAL
1967,DATE,CARDINAL
2015,DATE,CARDINAL
2003,DATE,CARDINAL
2000,DATE,CARDINAL
2003,DATE,CARDINAL
1980,DATE,CARDINAL
1925,DATE,CARDINAL
49,DECIMAL,CARDINAL
90,DECIMAL,CARDINAL
320,DIGIT,CARDINAL
1000,DIGIT,CARDINAL
8218,DIGIT,CARDINAL
13458,DIGIT,CARDINAL
85,DIGIT,CARDINAL
1,DIGIT,CARDINAL
20141104,DIGIT,CARDINAL
258,DIGIT,CARDINAL
2000,DIGIT,CARDINAL
4,DIGIT,CARDINAL
21104,DIGIT,CARDINAL
5,DIGIT,CARDINAL
4,DIGIT,CARDINAL
12345,DIGIT,CARDINAL
1,DIGIT,CARDINAL
6,DIGIT,CARDINAL
5,DIGIT,CARDINAL
1,DIGIT,CARDINAL
29,DIGIT,CARDINAL
2,DIGIT,CARDINAL
6,DIGIT,CARDINAL
82,DIGIT,CARDINAL
3444,DIGIT,CARDINAL
3,DIGIT,CARDINAL
108,DIGIT,CARDINAL
7,DIGIT,CARDINAL
2,DIGIT,CARDINAL
2,DIGIT,CARDINAL
5,DIGIT,CARDINAL
15,DIGIT,CARDINAL
7820,DIGIT,CARDINAL
601,DIGIT,CARDINAL
07 A,DIGIT,CARDINAL
6097,DIGIT,CARDINAL
2312,DIGIT,CARDINAL
2,DIGIT,CARDINAL
6,DIGIT,CARDINAL
2,DIGIT,CARDINAL
2,DIGIT,CARDINAL
2,DIGIT,CARDINAL
6,DIGIT,CARDINAL
4,DIGIT,CARDINAL
7,DIGIT,CARDINAL
50,DIGIT,CARDINAL
9,DIGIT,CARDINAL
XV,LETTERS,CARDINAL
IV,LETTERS,CARDINAL
XIV,LETTERS,CARDINAL
VII,ORDINAL,CARDINAL
III,ORDINAL,CARDINAL
II,ORDINAL,CARDINAL
I,PLAIN,CARDINAL
VI,PLAIN,CARDINAL
X,PLAIN,CARDINAL
I,PLAIN,CARDINAL
I,PLAIN,CARDINAL
1925,CARDINAL,DATE
1939,CARDINAL,DATE
2008,CARDINAL,DATE
2013,CARDINAL,DATE
2007,CARDINAL,DATE
2013,CARDINAL,DATE
2008,CARDINAL,DATE
1999,CARDINAL,DATE
2013,CARDINAL,DATE
2011,CARDINAL,DATE
1975,CARDINAL,DATE
2011,CARDINAL,DATE
1918,CARDINAL,DATE
2009,CARDINAL,DATE
2015,CARDINAL,DATE
2001,CARDINAL,DATE
2013,CARDINAL,DATE
2007,CARDINAL,DATE
1919,CARDINAL,DATE
2011,CARDINAL,DATE
1957,CARDINAL,DATE
2012,CARDINAL,DATE
1989,CARDINAL,DATE
2011,CARDINAL,DATE
2006,CARDINAL,DATE
2010,CARDINAL,DATE
2013,CARDINAL,DATE
2006,CARDINAL,DATE
1961,CARDINAL,DATE
1964,CARDINAL,DATE
1993,CARDINAL,DATE
2004,CARDINAL,DATE
1914,CARDINAL,DATE
1923,CARDINAL,DATE
2007,CARDINAL,DATE
2010,CARDINAL,DATE
1925,CARDINAL,DATE
2010,CARDINAL,DATE
1999,CARDINAL,DATE
2015,CARDINAL,DATE
2006,CARDINAL,DATE
2016,CARDINAL,DATE
2012,CARDINAL,DATE
2003,CARDINAL,DATE
2011,CARDINAL,DATE
2013,CARDINAL,DATE
2010,CARDINAL,DATE
2012,CARDINAL,DATE
1939,CARDINAL,DATE
2009,CARDINAL,DATE
2007,CARDINAL,DATE
1029's,DIGIT,DATE
1027,DIGIT,DATE
1924,DIGIT,DATE
1996,DIGIT,DATE
1913,DIGIT,DATE
1300,DIGIT,DATE
1820,DIGIT,DATE
2012,DIGIT,DATE
1966,DIGIT,DATE
1062,DIGIT,DATE
2003,DIGIT,DATE
1914,DIGIT,DATE
2014,DIGIT,DATE
2005,DIGIT,DATE
1386,DIGIT,DATE
3AD.,LETTERS,DATE
"10, December ",MEASURE,DATE
2 dec.,MEASURE,DATE
01-17-70,TELEPHONE,DATE
283,CARDINAL,DECIMAL
80,CARDINAL,DECIMAL
106,CARDINAL,DECIMAL
17441692.2013,CARDINAL,DECIMAL
925,CARDINAL,DECIMAL
2,CARDINAL,DECIMAL
49,CARDINAL,DECIMAL
236,CARDINAL,DECIMAL
10,CARDINAL,DECIMAL
14662.9,CARDINAL,DECIMAL
8,CARDINAL,DECIMAL
123,CARDINAL,DECIMAL
429,CARDINAL,DECIMAL
3,CARDINAL,DECIMAL
23,CARDINAL,DECIMAL
422,CARDINAL,DECIMAL
123,CARDINAL,DECIMAL
200,CARDINAL,DECIMAL
690,CARDINAL,DECIMAL
93,CARDINAL,DECIMAL
13,CARDINAL,DECIMAL
52037.692,ELECTRONIC,DECIMAL
26001.005,ELECTRONIC,DECIMAL
20055 million,MONEY,DECIMAL
-1.01,TIME,DECIMAL
7,CARDINAL,DIGIT
567,CARDINAL,DIGIT
9,CARDINAL,DIGIT
2,CARDINAL,DIGIT
3300,CARDINAL,DIGIT
8123,CARDINAL,DIGIT
41,CARDINAL,DIGIT
402,CARDINAL,DIGIT
201,CARDINAL,DIGIT
19,CARDINAL,DIGIT
677,CARDINAL,DIGIT
2,CARDINAL,DIGIT
5-,CARDINAL,DIGIT
0,CARDINAL,DIGIT
100,CARDINAL,DIGIT
970,CARDINAL,DIGIT
2290,CARDINAL,DIGIT
101,CARDINAL,DIGIT
1,CARDINAL,DIGIT
10,CARDINAL,DIGIT
1,CARDINAL,DIGIT
530,CARDINAL,DIGIT
90210,CARDINAL,DIGIT
84,CARDINAL,DIGIT
42,CARDINAL,DIGIT
3,CARDINAL,DIGIT
8,CARDINAL,DIGIT
219,CARDINAL,DIGIT
5,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2,CARDINAL,DIGIT
241,CARDINAL,DIGIT
59,CARDINAL,DIGIT
10,CARDINAL,DIGIT
12,CARDINAL,DIGIT
421137,CARDINAL,DIGIT
6,CARDINAL,DIGIT
4,CARDINAL,DIGIT
2,CARDINAL,DIGIT
1,CARDINAL,DIGIT
2,CARDINAL,DIGIT
3,CARDINAL,DIGIT
16,CARDINAL,DIGIT
38,CARDINAL,DIGIT
9780191568541,CARDINAL,DIGIT
4,CARDINAL,DIGIT
6060,CARDINAL,DIGIT
60,CARDINAL,DIGIT
5521,CARDINAL,DIGIT
1,CARDINAL,DIGIT
19,CARDINAL,DIGIT
4,CARDINAL,DIGIT
137,CARDINAL,DIGIT
5,CARDINAL,DIGIT
62,CARDINAL,DIGIT
352,CARDINAL,DIGIT
9,CARDINAL,DIGIT
16,CARDINAL,DIGIT
104,CARDINAL,DIGIT
55,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1,CARDINAL,DIGIT
2,CARDINAL,DIGIT
138,CARDINAL,DIGIT
123,CARDINAL,DIGIT
9811860,CARDINAL,DIGIT
"12012, ",CARDINAL,DIGIT
212,CARDINAL,DIGIT
1,CARDINAL,DIGIT
11,CARDINAL,DIGIT
1,CARDINAL,DIGIT
2,CARDINAL,DIGIT
3516,CARDINAL,DIGIT
1,CARDINAL,DIGIT
6,CARDINAL,DIGIT
11,CARDINAL,DIGIT
42,CARDINAL,DIGIT
6,CARDINAL,DIGIT
4,CARDINAL,DIGIT
386,CARDINAL,DIGIT
6,CARDINAL,DIGIT
9,CARDINAL,DIGIT
3,CARDINAL,DIGIT
4490,CARDINAL,DIGIT
5,CARDINAL,DIGIT
3,CARDINAL,DIGIT
2011,DATE,DIGIT
2061,DATE,DIGIT
2000,DATE,DIGIT
2015,DATE,DIGIT
2011,DATE,DIGIT
2010,DATE,DIGIT
1444,DATE,DIGIT
2012,DATE,DIGIT
1000,DATE,DIGIT
2011,DATE,DIGIT
2010,DATE,DIGIT
1965,DATE,DIGIT
1110,DATE,DIGIT
1193,DATE,DIGIT
1286,DATE,DIGIT
1983,DATE,DIGIT
2015,DATE,DIGIT
1976,DATE,DIGIT
1891,DATE,DIGIT
2015,DATE,DIGIT
1913,DATE,DIGIT
2001,DATE,DIGIT
2014,DATE,DIGIT
1344,DATE,DIGIT
2003,DATE,DIGIT
907318037,TELEPHONE,DIGIT
31106280226,TELEPHONE,DIGIT
750,TELEPHONE,DIGIT
624,TELEPHONE,DIGIT
2001::/32,CARDINAL,ELECTRONIC
SS.ma,LETTERS,ELECTRONIC
/43526.html,MEASURE,ELECTRONIC
Nzz.chGoogle,PLAIN,ELECTRONIC
vroma.orgTaurobolium,PLAIN,ELECTRONIC
ene.field,PLAIN,ELECTRONIC
guinnessworldrecords.comGuinness,PLAIN,ELECTRONIC
succ.veCaterina,PLAIN,ELECTRONIC
reviewBlabbermouth.net,PLAIN,ELECTRONIC
C.perfringens,PLAIN,ELECTRONIC
RugbyFootballHistory.comA,PLAIN,ELECTRONIC
RetailOnlineIntegration.com,PLAIN,ELECTRONIC
Asso.frDocuments,PLAIN,ELECTRONIC
978-0-8446-1292-8.along,TELEPHONE,ELECTRONIC
101910/11,CARDINAL,FRACTION
22624 / 23,TELEPHONE,FRACTION
-0 / 9188880230,TELEPHONE,FRACTION
IV,CARDINAL,LETTERS
OAM,PLAIN,LETTERS
RIFTHP,PLAIN,LETTERS
SES,PLAIN,LETTERS
zkp,PLAIN,LETTERS
Dy,PLAIN,LETTERS
Cik,PLAIN,LETTERS
PISSLRE,PLAIN,LETTERS
Cen,PLAIN,LETTERS
Ke,PLAIN,LETTERS
Ymer,PLAIN,LETTERS
uncu,PLAIN,LETTERS
dir,PLAIN,LETTERS
jkde,PLAIN,LETTERS
OIS,PLAIN,LETTERS
PRIMJENI,PLAIN,LETTERS
kr,PLAIN,LETTERS
Wim,PLAIN,LETTERS
Zhe,PLAIN,LETTERS
SEL,PLAIN,LETTERS
HEMRL,PLAIN,LETTERS
SIFO,PLAIN,LETTERS
Wau,PLAIN,LETTERS
LOM,PLAIN,LETTERS
CEGIN,PLAIN,LETTERS
Ves,PLAIN,LETTERS
IUA,PLAIN,LETTERS
Vrsac,PLAIN,LETTERS
Asar,PLAIN,LETTERS
srpskih,PLAIN,LETTERS
MANIKESVARA,PLAIN,LETTERS
egészért,PLAIN,LETTERS
IoT,PLAIN,LETTERS
Rara,PLAIN,LETTERS
nayyir,PLAIN,LETTERS
p,PLAIN,LETTERS
TACP,PLAIN,LETTERS
h,PLAIN,LETTERS
SUBORD,PLAIN,LETTERS
PREMIS,PLAIN,LETTERS
Seok,PLAIN,LETTERS
WOU,PLAIN,LETTERS
WIKINOTICIAS,PLAIN,LETTERS
dnia,PLAIN,LETTERS
Ecma,PLAIN,LETTERS
Viimsi,PLAIN,LETTERS
KUZHE,PLAIN,LETTERS
Kléber,PLAIN,LETTERS
NOUL,PLAIN,LETTERS
AOA,PLAIN,LETTERS
Cia,PLAIN,LETTERS
Suat,PLAIN,LETTERS
Barh,PLAIN,LETTERS
ERCIM,PLAIN,LETTERS
Soe,PLAIN,LETTERS
Oiso,PLAIN,LETTERS
Llerg,PLAIN,LETTERS
niqw,PLAIN,LETTERS
Atos,PLAIN,LETTERS
LOWSS,PLAIN,LETTERS
PALASKHEDE,PLAIN,LETTERS
Jio's,PLAIN,LETTERS
HOCLNL,PLAIN,LETTERS
JOOTS,PLAIN,LETTERS
xmp,PLAIN,LETTERS
ngad,PLAIN,LETTERS
a'r,PLAIN,LETTERS
Paarl,PLAIN,LETTERS
Myo,PLAIN,LETTERS
ius,PLAIN,LETTERS
Msida,PLAIN,LETTERS
Eg,PLAIN,LETTERS
NAMA,PLAIN,LETTERS
Vix,PLAIN,LETTERS
FACP,PLAIN,LETTERS
TRE,PLAIN,LETTERS
RAA,PLAIN,LETTERS
SESARAM,PLAIN,LETTERS
Revd,PLAIN,LETTERS
tpg,PLAIN,LETTERS
AH,PLAIN,LETTERS
Koks,PLAIN,LETTERS
Eois,PLAIN,LETTERS
D,PLAIN,LETTERS
Susq,PLAIN,LETTERS
NALS,PLAIN,LETTERS
PAFTAD,PLAIN,LETTERS
Hol,PLAIN,LETTERS
Siv,PLAIN,LETTERS
Whyld,PLAIN,LETTERS
EAC,PLAIN,LETTERS
pt,PLAIN,LETTERS
abc,PLAIN,LETTERS
gli,PLAIN,LETTERS
Akt,PLAIN,LETTERS
Fadl,PLAIN,LETTERS
ARTROM,PLAIN,LETTERS
Magd,PLAIN,LETTERS
QEII,PLAIN,LETTERS
p,PLAIN,LETTERS
atyu,PLAIN,LETTERS
sik,PLAIN,LETTERS
KOP,PLAIN,LETTERS
INTERPOESIA,PLAIN,LETTERS
plx,PLAIN,LETTERS
HONORIS,PLAIN,LETTERS
SAAT,PLAIN,LETTERS
Iti,PLAIN,LETTERS
niet,PLAIN,LETTERS
Oetje,PLAIN,LETTERS
jiaoyu,PLAIN,LETTERS
Jil,PLAIN,LETTERS
HeJ,PLAIN,LETTERS
Aed,PLAIN,LETTERS
Arzt,PLAIN,LETTERS
JOOI,PLAIN,LETTERS
Mbiti,PLAIN,LETTERS
Paasa,PLAIN,LETTERS
vez,PLAIN,LETTERS
Zvi,PLAIN,LETTERS
v,PLAIN,LETTERS
ERAD,PLAIN,LETTERS
PES,PLAIN,LETTERS
Hek,PLAIN,LETTERS
SED,PLAIN,LETTERS
Maegd,PLAIN,LETTERS
OLAYI,PLAIN,LETTERS
SYSMODS,PLAIN,LETTERS
SEARC,PLAIN,LETTERS
SPERI,PLAIN,LETTERS
MOTM,PLAIN,LETTERS
Kwo,PLAIN,LETTERS
Ife,PLAIN,LETTERS
BATTLE,PLAIN,LETTERS
LACoFD,PLAIN,LETTERS
Kaj,PLAIN,LETTERS
FALRET,PLAIN,LETTERS
Lviv,PLAIN,LETTERS
RUMANIAN,PLAIN,LETTERS
BAS,PLAIN,LETTERS
Piz,PLAIN,LETTERS
kaj,PLAIN,LETTERS
MUC,PLAIN,LETTERS
ulmi,PLAIN,LETTERS
Muic,PLAIN,LETTERS
Ol,PLAIN,LETTERS
Klou,PLAIN,LETTERS
Myx,PLAIN,LETTERS
ROSSEM,PLAIN,LETTERS
Ith,PLAIN,LETTERS
dm,PLAIN,LETTERS
j,PLAIN,LETTERS
Nis,PLAIN,LETTERS
NACIONALIDAD,PLAIN,LETTERS
Lemn,PLAIN,LETTERS
GENERALBYE,PLAIN,LETTERS
mld,PLAIN,LETTERS
Lidl,PLAIN,LETTERS
Lun,PLAIN,LETTERS
MASN,PLAIN,LETTERS
XAT,PLAIN,LETTERS
Wau,PLAIN,LETTERS
Udde,PLAIN,LETTERS
SOE,PLAIN,LETTERS
Imru,PLAIN,LETTERS
Inf,PLAIN,LETTERS
NIS,PLAIN,LETTERS
Sata,PLAIN,LETTERS
ACE'd,PLAIN,LETTERS
INFORMATIVO,PLAIN,LETTERS
n,PLAIN,LETTERS
Yaotl,PLAIN,LETTERS
OWS,PLAIN,LETTERS
INTERVICT,PLAIN,LETTERS
AB,PLAIN,LETTERS
BEPS,PLAIN,LETTERS
NU,PLAIN,LETTERS
Biao's,PLAIN,LETTERS
ODEBO,PLAIN,LETTERS
NoSQL,PLAIN,LETTERS
SATA,PLAIN,LETTERS
eVUTM,PLAIN,LETTERS
BeO,PLAIN,LETTERS
TEKAN,PLAIN,LETTERS
Kom,PLAIN,LETTERS
Radd,PLAIN,LETTERS
DOCH,PLAIN,LETTERS
Ve,PLAIN,LETTERS
ARSO,PLAIN,LETTERS
JEA,PLAIN,LETTERS
neé,PLAIN,LETTERS
Isen,PLAIN,LETTERS
Lah,PLAIN,LETTERS
peu,PLAIN,LETTERS
Lih,PLAIN,LETTERS
Tok,PLAIN,LETTERS
MOS,PLAIN,LETTERS
Uta,PLAIN,LETTERS
Xop,PLAIN,LETTERS
AHIGS,PLAIN,LETTERS
Kuol,PLAIN,LETTERS
MULUNG,PLAIN,LETTERS
als,PLAIN,LETTERS
ACU,PLAIN,LETTERS
Yok,PLAIN,LETTERS
jn,PLAIN,LETTERS
USSTRATCOM,PLAIN,LETTERS
Dirs,PLAIN,LETTERS
Kuhnl,PLAIN,LETTERS
ENS,PLAIN,LETTERS
hwan,PLAIN,LETTERS
ol,PLAIN,LETTERS
SILENCIOSO,PLAIN,LETTERS
Aci,PLAIN,LETTERS
Liiga,PLAIN,LETTERS
ieri,PLAIN,LETTERS
KAMUAR,PLAIN,LETTERS
Rin,PLAIN,LETTERS
hoofd,PLAIN,LETTERS
x,PLAIN,LETTERS
aici,PLAIN,LETTERS
MUNTING,PLAIN,LETTERS
QUANJIAN,PLAIN,LETTERS
Enes,PLAIN,LETTERS
g,PLAIN,LETTERS
Riml,PLAIN,LETTERS
FEALAC,PLAIN,LETTERS
v,PLAIN,LETTERS
geki,PLAIN,LETTERS
hvad,PLAIN,LETTERS
Kfirs,PLAIN,LETTERS
EO,PLAIN,LETTERS
REBRs,PLAIN,LETTERS
MU,PLAIN,LETTERS
DAB,PLAIN,LETTERS
Diacu,PLAIN,LETTERS
RAPD,PLAIN,LETTERS
zcz,PLAIN,LETTERS
STIS,PLAIN,LETTERS
GOL,PLAIN,LETTERS
WOLKOWYSKA,PLAIN,LETTERS
Smer,PLAIN,LETTERS
soi,PLAIN,LETTERS
Sabr,PLAIN,LETTERS
Hjalm,PLAIN,LETTERS
UQ,PLAIN,LETTERS
Zus,PLAIN,LETTERS
MEU,PLAIN,LETTERS
ASQ,PLAIN,LETTERS
OJ,PLAIN,LETTERS
kak,PLAIN,LETTERS
yne,PLAIN,LETTERS
Fai,PLAIN,LETTERS
Asindhttp,PLAIN,LETTERS
TUT,PLAIN,LETTERS
Amli,PLAIN,LETTERS
Raq,PLAIN,LETTERS
ERJ,PLAIN,LETTERS
Oper,PLAIN,LETTERS
Isia,PLAIN,LETTERS
Os,PLAIN,LETTERS
Secu,PLAIN,LETTERS
Ahe's,PLAIN,LETTERS
x,PLAIN,LETTERS
DOMREP,PLAIN,LETTERS
v,PLAIN,LETTERS
Rao's,PLAIN,LETTERS
NAIDOC,PLAIN,LETTERS
Iste,PLAIN,LETTERS
quicc,PLAIN,LETTERS
Cadw,PLAIN,LETTERS
Oudh,PLAIN,LETTERS
TEU,PLAIN,LETTERS
Kteh,PLAIN,LETTERS
Svi,PLAIN,LETTERS
SOS,PLAIN,LETTERS
Lae,PLAIN,LETTERS
Coe's,PLAIN,LETTERS
LIP,PLAIN,LETTERS
Dubh,PLAIN,LETTERS
UNAVEM,PLAIN,LETTERS
RESULTIN,PLAIN,LETTERS
Kayu,PLAIN,LETTERS
Oyj,PLAIN,LETTERS
DJERZELEZ,PLAIN,LETTERS
HASDER,PLAIN,LETTERS
Fu'ad,PLAIN,LETTERS
GER,PLAIN,LETTERS
Thos,PLAIN,LETTERS
NASCAR's,PLAIN,LETTERS
Uniao,PLAIN,LETTERS
reu,PLAIN,LETTERS
Asao,PLAIN,LETTERS
WeltN,PLAIN,LETTERS
KIYOKAWA,PLAIN,LETTERS
Aj,PLAIN,LETTERS
Nis,PLAIN,LETTERS
Fyn,PLAIN,LETTERS
apos,PLAIN,LETTERS
LOBACHEVA,PLAIN,LETTERS
Smad,PLAIN,LETTERS
SYROBONKERS,PLAIN,LETTERS
Ovre,PLAIN,LETTERS
als,PLAIN,LETTERS
Toh,PLAIN,LETTERS
Y'tll,PLAIN,LETTERS
TAFEs,PLAIN,LETTERS
ROF,PLAIN,LETTERS
Huo,PLAIN,LETTERS
Heos,PLAIN,LETTERS
Koe,PLAIN,LETTERS
v,PLAIN,LETTERS
viii,PLAIN,LETTERS
Wol,PLAIN,LETTERS
OL,PLAIN,LETTERS
g,PLAIN,LETTERS
p,PLAIN,LETTERS
GEOM,PLAIN,LETTERS
Narcz,PLAIN,LETTERS
Lemn,PLAIN,LETTERS
Ilm,PLAIN,LETTERS
lnot,PLAIN,LETTERS
Cwiok,PLAIN,LETTERS
SAEs,PLAIN,LETTERS
FREBAULT,PLAIN,LETTERS
tr,PLAIN,LETTERS
ST,PLAIN,LETTERS
Liias,PLAIN,LETTERS
Eotvos,PLAIN,LETTERS
Ktav,PLAIN,LETTERS
hs,PLAIN,LETTERS
Sno,PLAIN,LETTERS
Kiur,PLAIN,LETTERS
teh,PLAIN,LETTERS
Bew,PLAIN,LETTERS
Ibsa,PLAIN,LETTERS
als,PLAIN,LETTERS
TIR,PLAIN,LETTERS
sucD,PLAIN,LETTERS
Tadg,PLAIN,LETTERS
SMACS,PLAIN,LETTERS
bdsm,PLAIN,LETTERS
vom,PLAIN,LETTERS
deg,PLAIN,LETTERS
OOPSLA,PLAIN,LETTERS
NUMSA,PLAIN,LETTERS
uba,PLAIN,LETTERS
DECLG,PLAIN,LETTERS
THOG,PLAIN,LETTERS
CEQUIN,PLAIN,LETTERS
bcg,PLAIN,LETTERS
dy,PLAIN,LETTERS
MOELCI,PLAIN,LETTERS
Ssu,PLAIN,LETTERS
viaq,PLAIN,LETTERS
eins,PLAIN,LETTERS
SEOUL,PLAIN,LETTERS
maa,PLAIN,LETTERS
SEIU,PLAIN,LETTERS
a,PLAIN,LETTERS
Kabr,PLAIN,LETTERS
Nabao,PLAIN,LETTERS
EMBRAPA,PLAIN,LETTERS
Eins,PLAIN,LETTERS
Reestr,PLAIN,LETTERS
KAKT,PLAIN,LETTERS
RACAR,PLAIN,LETTERS
Aayat,PLAIN,LETTERS
TRACS,PLAIN,LETTERS
UKIRA,PLAIN,LETTERS
Michx,PLAIN,LETTERS
JASS,PLAIN,LETTERS
xo,PLAIN,LETTERS
fase,PLAIN,LETTERS
MemSQL,PLAIN,LETTERS
ASAE,PLAIN,LETTERS
RAFGSA,PLAIN,LETTERS
mcen,PLAIN,LETTERS
SNDS,PLAIN,LETTERS
SES,PLAIN,LETTERS
Y,PLAIN,LETTERS
Beszéd,PLAIN,LETTERS
Dvor,PLAIN,LETTERS
Nha,PLAIN,LETTERS
GROND,PLAIN,LETTERS
Mnie,PLAIN,LETTERS
Dodt,PLAIN,LETTERS
Sek,PLAIN,LETTERS
ARKIS,PLAIN,LETTERS
Geok,PLAIN,LETTERS
DE,PLAIN,LETTERS
SES,PLAIN,LETTERS
Oti,PLAIN,LETTERS
Paea,PLAIN,LETTERS
Ol,PLAIN,LETTERS
Etak,PLAIN,LETTERS
joo's,PLAIN,LETTERS
Osoe,PLAIN,LETTERS
TODO,PLAIN,LETTERS
RER,PLAIN,LETTERS
Nadzr,PLAIN,LETTERS
Veh,PLAIN,LETTERS
BITEI,PLAIN,LETTERS
COSIDER,PLAIN,LETTERS
ce,PLAIN,LETTERS
HIMYM,PLAIN,LETTERS
ALH,PLAIN,LETTERS
CHARLITO,PLAIN,LETTERS
Ulwe,PLAIN,LETTERS
Aone,PLAIN,LETTERS
Addl,PLAIN,LETTERS
Chac,PLAIN,LETTERS
MAQUINAS,PLAIN,LETTERS
Aila,PLAIN,LETTERS
njo,PLAIN,LETTERS
Mpeve,PLAIN,LETTERS
Aamer,PLAIN,LETTERS
svc,PLAIN,LETTERS
kr,PLAIN,LETTERS
SAPAHAR,PLAIN,LETTERS
KE,PLAIN,LETTERS
WIOG,PLAIN,LETTERS
Waon,PLAIN,LETTERS
Koma,PLAIN,LETTERS
WHOIS,PLAIN,LETTERS
RILP,PLAIN,LETTERS
KAC,PLAIN,LETTERS
XE,PLAIN,LETTERS
STARTIO,PLAIN,LETTERS
GELERA,PLAIN,LETTERS
Lviv,PLAIN,LETTERS
Saaya,PLAIN,LETTERS
Syk,PLAIN,LETTERS
KARACSONY,PLAIN,LETTERS
Det,PLAIN,LETTERS
Bhag,PLAIN,LETTERS
Omsk,PLAIN,LETTERS
dj,PLAIN,LETTERS
ulus,PLAIN,LETTERS
p,PLAIN,LETTERS
Ner,PLAIN,LETTERS
meu,PLAIN,LETTERS
Hemsl,PLAIN,LETTERS
Twar,PLAIN,LETTERS
paj,PLAIN,LETTERS
Jouy,PLAIN,LETTERS
Fikr,PLAIN,LETTERS
Rie,PLAIN,LETTERS
Aigi,PLAIN,LETTERS
PEBL,PLAIN,LETTERS
ARIEL,PLAIN,LETTERS
Ska,PLAIN,LETTERS
ZO,PLAIN,LETTERS
ELINT,PLAIN,LETTERS
obci,PLAIN,LETTERS
Esam,PLAIN,LETTERS
aaseae,PLAIN,LETTERS
SRIC,PLAIN,LETTERS
Rya'c,PLAIN,LETTERS
SINIGAGLIA,PLAIN,LETTERS
QEII,PLAIN,LETTERS
